"","zip","month_date","population","new_cases_in_frame","plot_var_dis","plot_var_cont"
"1","90620",Mar 2020,45709,10,"5-30",21.8775295893588
"2","90620",Apr 2020,45709,42,"60-120",91.8856242753068
"3","90620",May 2020,45709,43,"60-120",94.0733772342427
"4","90620",Jun 2020,45709,214,"240-480",468.179133212278
"5","90620",Jul 2020,45709,275,">480",601.632063707366
"6","90620",Aug 2020,45709,114,"240-480",249.40383731869
"7","90620",Sep 2020,45709,85,"120-240",185.95900150955
"8","90620",Oct 2020,45709,85,"120-240",185.95900150955
"9","90620",Nov 2020,45709,325,">480",711.01971165416
"10","90620",Dec 2020,45709,1587,">480",3471.96394583124
"11","90620",Jan 2021,45709,1144,">480",2502.78938502264
"12","90620",Feb 2021,45709,233,">480",509.746439432059
"13","90620",Mar 2021,45709,81,"120-240",177.207989673806
"14","90620",Apr 2021,45709,38,"60-120",83.1346124395633
"15","90620",May 2021,45709,23,"30-60",50.3183180555252
"16","90620",Jun 2021,45709,16,"30-60",35.004047342974
"17","90620",Jul 2021,45709,180,"240-480",393.795532608458
"18","90620",Aug 2021,45709,339,">480",741.648253079262
"19","90620",Sep 2021,45709,75,"120-240",164.081471920191
"20","90621",Mar 2020,36961,9,"5-30",24.3499905305592
"21","90621",Apr 2020,36961,22,"30-60",59.5221990747004
"22","90621",May 2020,36961,48,"120-240",129.866616162983
"23","90621",Jun 2020,36961,178,">480",481.588701604394
"24","90621",Jul 2020,36961,284,">480",768.377478964314
"25","90621",Aug 2020,36961,132,"240-480",357.133194448202
"26","90621",Sep 2020,36961,67,"120-240",181.272151727497
"27","90621",Oct 2020,36961,105,"240-480",284.083222856524
"28","90621",Nov 2020,36961,390,">480",1055.16625632423
"29","90621",Dec 2020,36961,1383,">480",3741.78187819594
"30","90621",Jan 2021,36961,821,">480",2221.26024728768
"31","90621",Feb 2021,36961,136,"240-480",367.955412461784
"32","90621",Mar 2021,36961,43,"60-120",116.338843646005
"33","90621",Apr 2021,36961,35,"60-120",94.6944076188415
"34","90621",May 2021,36961,11,"5-30",29.7610995373502
"35","90621",Jun 2021,36961,18,"30-60",48.6999810611185
"36","90621",Jul 2021,36961,132,"240-480",357.133194448202
"37","90621",Aug 2021,36961,221,">480",597.927545250399
"38","90621",Sep 2021,36961,57,"120-240",154.216606693542
"39","90623",Mar 2020,16309,8,"30-60",49.0526703047397
"40","90623",Apr 2020,16309,6,"30-60",36.7895027285548
"41","90623",May 2020,16309,7,"30-60",42.9210865166473
"42","90623",Jun 2020,16309,45,"240-480",275.921270464161
"43","90623",Jul 2020,16309,56,"240-480",343.368692133178
"44","90623",Aug 2020,16309,14,"60-120",85.8421730332945
"45","90623",Sep 2020,16309,20,"120-240",122.631675761849
"46","90623",Oct 2020,16309,9,"30-60",55.1842540928322
"47","90623",Nov 2020,16309,67,"240-480",410.816113802195
"48","90623",Dec 2020,16309,353,">480",2164.44907719664
"49","90623",Jan 2021,16309,232,">480",1422.52743883745
"50","90623",Feb 2021,16309,33,"120-240",202.342265007051
"51","90623",Mar 2021,16309,14,"60-120",85.8421730332945
"52","90623",Apr 2021,16309,8,"30-60",49.0526703047397
"53","90623",May 2021,16309,4,"5-30",24.5263351523699
"54","90623",Jun 2021,16309,4,"5-30",24.5263351523699
"55","90623",Jul 2021,16309,57,"240-480",349.50027592127
"56","90623",Aug 2021,16309,68,"240-480",416.947697590288
"57","90623",Sep 2021,16309,19,"60-120",116.500091973757
"58","90630",Mar 2020,49551,30,"60-120",60.5436822667555
"59","90630",Apr 2020,49551,18,"30-60",36.3262093600533
"60","90630",May 2020,49551,33,"60-120",66.598050493431
"61","90630",Jun 2020,49551,155,"240-480",312.809025044903
"62","90630",Jul 2020,49551,173,"240-480",349.135234404957
"63","90630",Aug 2020,49551,67,"120-240",135.214223729087
"64","90630",Sep 2020,49551,50,"60-120",100.906137111259
"65","90630",Oct 2020,49551,59,"60-120",119.069241791286
"66","90630",Nov 2020,49551,233,"240-480",470.222598938467
"67","90630",Dec 2020,49551,1066,">480",2151.31884321204
"68","90630",Jan 2021,49551,737,">480",1487.35646101996
"69","90630",Feb 2021,49551,204,"240-480",411.697039413937
"70","90630",Mar 2021,49551,57,"60-120",115.032996306835
"71","90630",Apr 2021,49551,35,"60-120",70.6342959778814
"72","90630",May 2021,49551,25,"30-60",50.4530685556295
"73","90630",Jun 2021,49551,25,"30-60",50.4530685556295
"74","90630",Jul 2021,49551,220,"240-480",443.98700328954
"75","90630",Aug 2021,49551,319,">480",643.781154769833
"76","90630",Sep 2021,49551,76,"120-240",153.377328409114
"77","90631",Mar 2020,70485,11,"5-30",15.6061573384408
"78","90631",Apr 2020,70485,45,"60-120",63.8433709299851
"79","90631",May 2020,70485,76,"60-120",107.824359792864
"80","90631",Jun 2020,70485,336,"240-480",476.697169610555
"81","90631",Jul 2020,70485,553,">480",784.564091650706
"82","90631",Aug 2020,70485,265,"240-480",375.966517698801
"83","90631",Sep 2020,70485,150,"120-240",212.811236433284
"84","90631",Oct 2020,70485,229,"240-480",324.891820954813
"85","90631",Nov 2020,70485,606,">480",859.757395190466
"86","90631",Dec 2020,70485,2382,">480",3379.44243456054
"87","90631",Jan 2021,70485,1411,">480",2001.84436404909
"88","90631",Feb 2021,70485,298,"240-480",422.784989714124
"89","90631",Mar 2021,70485,85,"120-240",120.593033978861
"90","90631",Apr 2021,70485,72,"60-120",102.149393487976
"91","90631",May 2021,70485,44,"60-120",62.4246293537632
"92","90631",Jun 2021,70485,36,"30-60",51.0746967439881
"93","90631",Jul 2021,70485,244,"240-480",346.172944598141
"94","90631",Aug 2021,70485,505,">480",716.464495992055
"95","90631",Sep 2021,70485,114,"120-240",161.736539689296
"96","90680",Mar 2020,31557,0,"0-5",0
"97","90680",Apr 2020,31557,25,"60-120",79.2217257660741
"98","90680",May 2020,31557,52,"120-240",164.781189593434
"99","90680",Jun 2020,31557,169,">480",535.538866178661
"100","90680",Jul 2020,31557,242,">480",766.866305415597
"101","90680",Aug 2020,31557,97,"240-480",307.380295972367
"102","90680",Sep 2020,31557,53,"120-240",167.950058624077
"103","90680",Oct 2020,31557,70,"120-240",221.820832145007
"104","90680",Nov 2020,31557,286,">480",906.296542763887
"105","90680",Dec 2020,31557,1175,">480",3723.42111100548
"106","90680",Jan 2021,31557,796,">480",2522.4197483918
"107","90680",Feb 2021,31557,173,">480",548.214342301233
"108","90680",Mar 2021,31557,28,"60-120",88.728332858003
"109","90680",Apr 2021,31557,29,"60-120",91.8972018886459
"110","90680",May 2021,31557,4,"5-30",12.6754761225719
"111","90680",Jun 2021,31557,7,"5-30",22.1820832145007
"112","90680",Jul 2021,31557,99,"240-480",313.718034033653
"113","90680",Aug 2021,31557,166,">480",526.032259086732
"114","90680",Sep 2021,31557,60,"120-240",190.132141838578
"115","90720",Mar 2020,22367,0,"0-5",0
"116","90720",Apr 2020,22367,33,"120-240",147.538784816918
"117","90720",May 2020,22367,51,"120-240",228.014485626146
"118","90720",Jun 2020,22367,55,"240-480",245.897974694863
"119","90720",Jul 2020,22367,43,"120-240",192.247507488711
"120","90720",Aug 2020,22367,22,"60-120",98.3591898779452
"121","90720",Sep 2020,22367,62,"240-480",277.194080565118
"122","90720",Oct 2020,22367,28,"120-240",125.184423481021
"123","90720",Nov 2020,22367,123,">480",549.917288863057
"124","90720",Dec 2020,22367,406,">480",1815.17414047481
"125","90720",Jan 2021,22367,304,">480",1359.14516922252
"126","90720",Feb 2021,22367,65,"240-480",290.606697366656
"127","90720",Mar 2021,22367,34,"120-240",152.009657084097
"128","90720",Apr 2021,22367,23,"60-120",102.830062145125
"129","90720",May 2021,22367,18,"60-120",80.4757008092279
"130","90720",Jun 2021,22367,13,"30-60",58.1213394733312
"131","90720",Jul 2021,22367,100,"240-480",447.087226717933
"132","90720",Aug 2021,22367,160,">480",715.339562748692
"133","90720",Sep 2021,22367,46,"120-240",205.660124290249
"134","90740",Mar 2020,25125,4,"5-30",15.9203980099503
"135","90740",Apr 2020,25125,7,"5-30",27.8606965174129
"136","90740",May 2020,25125,46,"120-240",183.084577114428
"137","90740",Jun 2020,25125,68,"240-480",270.646766169154
"138","90740",Jul 2020,25125,50,"120-240",199.004975124378
"139","90740",Aug 2020,25125,21,"60-120",83.5820895522388
"140","90740",Sep 2020,25125,21,"60-120",83.5820895522388
"141","90740",Oct 2020,25125,29,"60-120",115.422885572139
"142","90740",Nov 2020,25125,79,"240-480",314.427860696517
"143","90740",Dec 2020,25125,359,">480",1428.85572139304
"144","90740",Jan 2021,25125,312,">480",1241.79104477612
"145","90740",Feb 2021,25125,40,"120-240",159.203980099503
"146","90740",Mar 2021,25125,17,"60-120",67.6616915422886
"147","90740",Apr 2021,25125,20,"60-120",79.6019900497513
"148","90740",May 2021,25125,12,"30-60",47.7611940298507
"149","90740",Jun 2021,25125,6,"5-30",23.8805970149254
"150","90740",Jul 2021,25125,116,"240-480",461.691542288557
"151","90740",Aug 2021,25125,182,">480",724.378109452736
"152","90740",Sep 2021,25125,46,"120-240",183.084577114428
"153","90742",Mar 2020,1116,0,"0-5",0
"154","90742",Apr 2020,1116,0,"0-5",0
"155","90742",May 2020,1116,0,"0-5",0
"156","90742",Jun 2020,1116,3,"240-480",268.817204301075
"157","90742",Jul 2020,1116,5,"240-480",448.028673835125
"158","90742",Aug 2020,1116,0,"0-5",0
"159","90742",Sep 2020,1116,0,"0-5",0
"160","90742",Oct 2020,1116,0,"0-5",0
"161","90742",Nov 2020,1116,10,">480",896.057347670251
"162","90742",Dec 2020,1116,6,">480",537.634408602151
"163","90742",Jan 2021,1116,7,">480",627.240143369176
"164","90742",Feb 2021,1116,3,"240-480",268.817204301075
"165","90742",Mar 2021,1116,1,"60-120",89.6057347670251
"166","90742",Apr 2021,1116,1,"60-120",89.6057347670251
"167","90742",May 2021,1116,0,"0-5",0
"168","90742",Jun 2021,1116,0,"0-5",0
"169","90742",Jul 2021,1116,2,"120-240",179.21146953405
"170","90742",Aug 2021,1116,7,">480",627.240143369176
"171","90742",Sep 2021,1116,1,"60-120",89.6057347670251
"172","90743",Mar 2020,429,0,"0-5",0
"173","90743",May 2020,429,0,"0-5",0
"174","90743",Jun 2020,429,0,"0-5",0
"175","90743",Jul 2020,429,1,"120-240",233.100233100233
"176","90743",Aug 2020,429,0,"0-5",0
"177","90743",Sep 2020,429,0,"0-5",0
"178","90743",Oct 2020,429,1,"120-240",233.100233100233
"179","90743",Nov 2020,429,2,"240-480",466.200466200466
"180","90743",Dec 2020,429,7,">480",1631.70163170163
"181","90743",Jan 2021,429,1,"120-240",233.100233100233
"182","90743",Feb 2021,429,0,"0-5",0
"183","90743",Mar 2021,429,0,"0-5",0
"184","90743",Apr 2021,429,0,"0-5",0
"185","90743",May 2021,429,0,"0-5",0
"186","90743",Jun 2021,429,0,"0-5",0
"187","90743",Jul 2021,429,2,"240-480",466.200466200466
"188","90743",Aug 2021,429,1,"120-240",233.100233100233
"189","90743",Sep 2021,429,0,"0-5",0
"190","92602",Mar 2020,30363,2,"5-30",6.58696439745743
"191","92602",Apr 2020,30363,6,"5-30",19.7608931923723
"192","92602",May 2020,30363,8,"5-30",26.3478575898297
"193","92602",Jun 2020,30363,37,"120-240",121.858841352962
"194","92602",Jul 2020,30363,72,"120-240",237.130718308468
"195","92602",Aug 2020,30363,23,"60-120",75.7500905707605
"196","92602",Sep 2020,30363,7,"5-30",23.054375391101
"197","92602",Oct 2020,30363,10,"30-60",32.9348219872872
"198","92602",Nov 2020,30363,94,"240-480",309.587326680499
"199","92602",Dec 2020,30363,330,">480",1086.84912558048
"200","92602",Jan 2021,30363,313,">480",1030.85992820209
"201","92602",Feb 2021,30363,69,"120-240",227.250271712281
"202","92602",Mar 2021,30363,27,"60-120",88.9240193656753
"203","92602",Apr 2021,30363,32,"60-120",105.391430359319
"204","92602",May 2021,30363,10,"30-60",32.9348219872872
"205","92602",Jun 2021,30363,8,"5-30",26.3478575898297
"206","92602",Jul 2021,30363,77,"240-480",253.598129302111
"207","92602",Aug 2021,30363,119,"240-480",391.924381648717
"208","92602",Sep 2021,30363,45,"120-240",148.206698942792
"209","92603",Mar 2020,22719,8,"30-60",35.2128174655575
"210","92603",Apr 2020,22719,5,"5-30",22.0080109159734
"211","92603",May 2020,22719,3,"5-30",13.204806549584
"212","92603",Jun 2020,22719,37,"120-240",162.859280778203
"213","92603",Jul 2020,22719,29,"120-240",127.646463312646
"214","92603",Aug 2020,22719,8,"30-60",35.2128174655575
"215","92603",Sep 2020,22719,13,"30-60",57.2208283815309
"216","92603",Oct 2020,22719,11,"30-60",48.4176240151415
"217","92603",Nov 2020,22719,58,"240-480",255.292926625292
"218","92603",Dec 2020,22719,185,">480",814.296403891016
"219","92603",Jan 2021,22719,159,">480",699.854747127955
"220","92603",Feb 2021,22719,56,"240-480",246.489722258902
"221","92603",Mar 2021,22719,17,"60-120",74.8272371143096
"222","92603",Apr 2021,22719,10,"30-60",44.0160218319468
"223","92603",May 2021,22719,1,"0-5",4.40160218319468
"224","92603",Jun 2021,22719,5,"5-30",22.0080109159734
"225","92603",Jul 2021,22719,44,"120-240",193.670496060566
"226","92603",Aug 2021,22719,61,"240-480",268.497733174876
"227","92603",Sep 2021,22719,12,"30-60",52.8192261983362
"228","92604",Mar 2020,27649,5,"5-30",18.0838366667872
"229","92604",Apr 2020,27649,9,"30-60",32.550906000217
"230","92604",May 2020,27649,8,"5-30",28.9341386668596
"231","92604",Jun 2020,27649,46,"120-240",166.371297334442
"232","92604",Jul 2020,27649,59,"120-240",213.389272668089
"233","92604",Aug 2020,27649,24,"60-120",86.8024160005787
"234","92604",Sep 2020,27649,24,"60-120",86.8024160005787
"235","92604",Oct 2020,27649,23,"60-120",83.1856486672212
"236","92604",Nov 2020,27649,99,"240-480",358.059966002387
"237","92604",Dec 2020,27649,386,">480",1396.07219067597
"238","92604",Jan 2021,27649,319,">480",1153.74877934102
"239","92604",Feb 2021,27649,77,"240-480",278.491084668523
"240","92604",Mar 2021,27649,39,"120-240",141.05392600094
"241","92604",Apr 2021,27649,30,"60-120",108.503020000723
"242","92604",May 2021,27649,11,"30-60",39.7844406669319
"243","92604",Jun 2021,27649,15,"30-60",54.2515100003617
"244","92604",Jul 2021,27649,83,"240-480",300.191688668668
"245","92604",Aug 2021,27649,145,">480",524.431263336829
"246","92604",Sep 2021,27649,34,"120-240",122.970089334153
"247","92606",Mar 2020,23857,2,"5-30",8.38328373223792
"248","92606",Apr 2020,23857,3,"5-30",12.5749255983569
"249","92606",May 2020,23857,9,"30-60",37.7247767950706
"250","92606",Jun 2020,23857,45,"120-240",188.623883975353
"251","92606",Jul 2020,23857,73,"240-480",305.989856226684
"252","92606",Aug 2020,23857,30,"120-240",125.749255983569
"253","92606",Sep 2020,23857,22,"60-120",92.2161210546171
"254","92606",Oct 2020,23857,11,"30-60",46.1080605273085
"255","92606",Nov 2020,23857,71,"240-480",297.606572494446
"256","92606",Dec 2020,23857,304,">480",1274.25912730016
"257","92606",Jan 2021,23857,332,">480",1391.62509955149
"258","92606",Feb 2021,23857,72,"240-480",301.798214360565
"259","92606",Mar 2021,23857,13,"30-60",54.4913442595465
"260","92606",Apr 2021,23857,28,"60-120",117.365972251331
"261","92606",May 2021,23857,17,"60-120",71.2579117240223
"262","92606",Jun 2021,23857,6,"5-30",25.1498511967138
"263","92606",Jul 2021,23857,90,"240-480",377.247767950706
"264","92606",Aug 2021,23857,98,"240-480",410.780902879658
"265","92606",Sep 2021,23857,34,"120-240",142.515823448045
"266","92610",Mar 2020,10793,4,"30-60",37.0610580932086
"267","92610",Apr 2020,10793,2,"5-30",18.5305290466043
"268","92610",May 2020,10793,3,"5-30",27.7957935699064
"269","92610",Jun 2020,10793,16,"120-240",148.244232372834
"270","92610",Jul 2020,10793,23,"120-240",213.101084035949
"271","92610",Aug 2020,10793,10,"60-120",92.6526452330214
"272","92610",Sep 2020,10793,5,"30-60",46.3263226165107
"273","92610",Oct 2020,10793,13,"120-240",120.448438802928
"274","92610",Nov 2020,10793,48,"240-480",444.732697118503
"275","92610",Dec 2020,10793,164,">480",1519.50338182155
"276","92610",Jan 2021,10793,103,">480",954.32224590012
"277","92610",Feb 2021,10793,15,"120-240",138.978967849532
"278","92610",Mar 2021,10793,7,"60-120",64.856851663115
"279","92610",Apr 2021,10793,9,"60-120",83.3873807097193
"280","92610",May 2021,10793,10,"60-120",92.6526452330214
"281","92610",Jun 2021,10793,6,"30-60",55.5915871398128
"282","92610",Jul 2021,10793,31,"240-480",287.223200222366
"283","92610",Aug 2021,10793,59,">480",546.650606874826
"284","92610",Sep 2021,10793,12,"60-120",111.183174279626
"285","92612",Mar 2020,32969,6,"5-30",18.1989141314568
"286","92612",Apr 2020,32969,4,"5-30",12.1326094209712
"287","92612",May 2020,32969,9,"5-30",27.2983711971852
"288","92612",Jun 2020,32969,62,"120-240",188.055446025054
"289","92612",Jul 2020,32969,71,"120-240",215.353817222239
"290","92612",Aug 2020,32969,27,"60-120",81.8951135915557
"291","92612",Sep 2020,32969,21,"60-120",63.6961994600989
"292","92612",Oct 2020,32969,27,"60-120",81.8951135915557
"293","92612",Nov 2020,32969,151,"240-480",458.006005641663
"294","92612",Dec 2020,32969,430,">480",1304.25551275441
"295","92612",Jan 2021,32969,354,">480",1073.73593375595
"296","92612",Feb 2021,32969,78,"120-240",236.585883708939
"297","92612",Mar 2021,32969,23,"60-120",69.7625041705845
"298","92612",Apr 2021,32969,23,"60-120",69.7625041705845
"299","92612",May 2021,32969,10,"30-60",30.331523552428
"300","92612",Jun 2021,32969,8,"5-30",24.2652188419424
"301","92612",Jul 2021,32969,108,"240-480",327.580454366223
"302","92612",Aug 2021,32969,197,">480",597.531013982832
"303","92612",Sep 2021,32969,36,"60-120",109.193484788741
"304","92614",Mar 2020,26675,13,"30-60",48.7347703842549
"305","92614",Apr 2020,26675,4,"5-30",14.9953139643861
"306","92614",May 2020,26675,11,"30-60",41.2371134020619
"307","92614",Jun 2020,26675,71,"240-480",266.166822867854
"308","92614",Jul 2020,26675,80,"240-480",299.906279287723
"309","92614",Aug 2020,26675,14,"30-60",52.4835988753515
"310","92614",Sep 2020,26675,20,"60-120",74.9765698219307
"311","92614",Oct 2020,26675,29,"60-120",108.716026241799
"312","92614",Nov 2020,26675,109,"240-480",408.622305529522
"313","92614",Dec 2020,26675,375,">480",1405.8106841612
"314","92614",Jan 2021,26675,368,">480",1379.56888472352
"315","92614",Feb 2021,26675,87,"240-480",326.148078725398
"316","92614",Mar 2021,26675,23,"60-120",86.2230552952202
"317","92614",Apr 2021,26675,30,"60-120",112.464854732896
"318","92614",May 2021,26675,16,"30-60",59.9812558575445
"319","92614",Jun 2021,26675,20,"60-120",74.9765698219307
"320","92614",Jul 2021,26675,131,">480",491.096532333646
"321","92614",Aug 2021,26675,146,">480",547.328959700094
"322","92614",Sep 2021,26675,48,"120-240",179.943767572634
"323","92617",Mar 2020,16531,2,"5-30",12.0984816405541
"324","92617",Apr 2020,16531,3,"5-30",18.1477224608312
"325","92617",May 2020,16531,4,"5-30",24.1969632811082
"326","92617",Jun 2020,16531,8,"30-60",48.3939265622164
"327","92617",Jul 2020,16531,4,"5-30",24.1969632811082
"328","92617",Aug 2020,16531,0,"0-5",0
"329","92617",Sep 2020,16531,6,"30-60",36.2954449216623
"330","92617",Oct 2020,16531,12,"60-120",72.5908898433247
"331","92617",Nov 2020,16531,49,"240-480",296.412800193576
"332","92617",Dec 2020,16531,98,">480",592.825600387151
"333","92617",Jan 2021,16531,90,">480",544.431673824935
"334","92617",Feb 2021,16531,22,"120-240",133.083298046095
"335","92617",Mar 2021,16531,8,"30-60",48.3939265622164
"336","92617",Apr 2021,16531,6,"30-60",36.2954449216623
"337","92617",May 2021,16531,0,"0-5",0
"338","92617",Jun 2021,16531,1,"5-30",6.04924082027705
"339","92617",Jul 2021,16531,15,"60-120",90.7386123041558
"340","92617",Aug 2021,16531,26,"120-240",157.280261327203
"341","92617",Sep 2021,16531,7,"30-60",42.3446857419394
"342","92618",Mar 2020,34878,11,"30-60",31.5385056482597
"343","92618",Apr 2020,34878,7,"5-30",20.0699581398016
"344","92618",May 2020,34878,13,"30-60",37.2727794024887
"345","92618",Jun 2020,34878,89,"240-480",255.175182063192
"346","92618",Jul 2020,34878,122,"240-480",349.790699007971
"347","92618",Aug 2020,34878,35,"60-120",100.349790699008
"348","92618",Sep 2020,34878,49,"120-240",140.489706978611
"349","92618",Oct 2020,34878,69,"120-240",197.832444520901
"350","92618",Nov 2020,34878,183,">480",524.686048511956
"351","92618",Dec 2020,34878,658,">480",1886.57606514135
"352","92618",Jan 2021,34878,593,">480",1700.21216812891
"353","92618",Feb 2021,34878,147,"240-480",421.469120935834
"354","92618",Mar 2021,34878,52,"120-240",149.091117609955
"355","92618",Apr 2021,34878,71,"120-240",203.56671827513
"356","92618",May 2021,34878,15,"30-60",43.0070531567177
"357","92618",Jun 2021,34878,21,"60-120",60.2098744194048
"358","92618",Jul 2021,34878,177,">480",507.483227249269
"359","92618",Aug 2021,34878,248,">480",711.049945524399
"360","92618",Sep 2021,34878,64,"120-240",183.496760135329
"361","92620",Mar 2020,49298,10,"5-30",20.2847985719502
"362","92620",Apr 2020,49298,16,"30-60",32.4556777151203
"363","92620",May 2020,49298,4,"5-30",8.11391942878007
"364","92620",Jun 2020,49298,75,"120-240",152.135989289626
"365","92620",Jul 2020,49298,79,"120-240",160.249908718406
"366","92620",Aug 2020,49298,39,"60-120",79.1107144306057
"367","92620",Sep 2020,49298,59,"60-120",119.680311574506
"368","92620",Oct 2020,49298,44,"60-120",89.2531137165808
"369","92620",Nov 2020,49298,187,"240-480",379.325733295468
"370","92620",Dec 2020,49298,681,">480",1381.39478274981
"371","92620",Jan 2021,49298,571,">480",1158.26199845836
"372","92620",Feb 2021,49298,150,"240-480",304.271978579253
"373","92620",Mar 2021,49298,40,"60-120",81.1391942878007
"374","92620",Apr 2021,49298,36,"60-120",73.0252748590207
"375","92620",May 2021,49298,23,"30-60",46.6550367154854
"376","92620",Jun 2021,49298,18,"30-60",36.5126374295103
"377","92620",Jul 2021,49298,146,"240-480",296.158059150473
"378","92620",Aug 2021,49298,216,"240-480",438.151649154124
"379","92620",Sep 2021,49298,68,"120-240",137.936630289261
"380","92624",Mar 2020,7215,2,"5-30",27.7200277200277
"381","92624",Apr 2020,7215,2,"5-30",27.7200277200277
"382","92624",May 2020,7215,3,"30-60",41.5800415800416
"383","92624",Jun 2020,7215,17,"120-240",235.620235620236
"384","92624",Jul 2020,7215,37,">480",512.820512820513
"385","92624",Aug 2020,7215,7,"60-120",97.020097020097
"386","92624",Sep 2020,7215,7,"60-120",97.020097020097
"387","92624",Oct 2020,7215,10,"120-240",138.600138600139
"388","92624",Nov 2020,7215,48,">480",665.280665280665
"389","92624",Dec 2020,7215,156,">480",2162.16216216216
"390","92624",Jan 2021,7215,102,">480",1413.72141372141
"391","92624",Feb 2021,7215,19,"240-480",263.340263340263
"392","92624",Mar 2021,7215,2,"5-30",27.7200277200277
"393","92624",Apr 2021,7215,3,"30-60",41.5800415800416
"394","92624",May 2021,7215,1,"5-30",13.8600138600139
"395","92624",Jun 2021,7215,5,"60-120",69.3000693000693
"396","92624",Jul 2021,7215,26,"240-480",360.36036036036
"397","92624",Aug 2021,7215,65,">480",900.900900900901
"398","92624",Sep 2021,7215,13,"120-240",180.18018018018
"399","92625",Mar 2020,12540,15,"60-120",119.617224880383
"400","92625",Apr 2020,12540,2,"5-30",15.9489633173844
"401","92625",May 2020,12540,4,"30-60",31.8979266347687
"402","92625",Jun 2020,12540,31,"240-480",247.208931419458
"403","92625",Jul 2020,12540,43,"240-480",342.902711323764
"404","92625",Aug 2020,12540,3,"5-30",23.9234449760766
"405","92625",Sep 2020,12540,2,"5-30",15.9489633173844
"406","92625",Oct 2020,12540,6,"30-60",47.8468899521531
"407","92625",Nov 2020,12540,23,"120-240",183.41307814992
"408","92625",Dec 2020,12540,89,">480",709.728867623604
"409","92625",Jan 2021,12540,92,">480",733.652312599681
"410","92625",Feb 2021,12540,23,"120-240",183.41307814992
"411","92625",Mar 2021,12540,11,"60-120",87.719298245614
"412","92625",Apr 2021,12540,9,"60-120",71.7703349282297
"413","92625",May 2021,12540,3,"5-30",23.9234449760766
"414","92625",Jun 2021,12540,6,"30-60",47.8468899521531
"415","92625",Jul 2021,12540,30,"120-240",239.234449760766
"416","92625",Aug 2021,12540,50,"240-480",398.724082934609
"417","92625",Sep 2021,12540,9,"60-120",71.7703349282297
"418","92626",Mar 2020,52228,9,"5-30",17.2321360189936
"419","92626",Apr 2020,52228,11,"5-30",21.06149957877
"420","92626",May 2020,52228,15,"5-30",28.7202266983227
"421","92626",Jun 2020,52228,233,"240-480",446.120854713947
"422","92626",Jul 2020,52228,268,">480",513.134717010033
