"","zip","month_date","population","new_cases_in_frame","plot_var_dis","plot_var_cont"
"839","92677",Jun 2020,67124,109,"120-240",162.386031821703
"840","92677",Jul 2020,67124,157,"120-240",233.895477027591
"841","92677",Aug 2020,67124,63,"60-120",93.8561468327275
"842","92677",Sep 2020,67124,58,"60-120",86.4072462904475
"843","92677",Oct 2020,67124,74,"60-120",110.243728025743
"844","92677",Nov 2020,67124,239,"240-480",356.057445920982
"845","92677",Dec 2020,67124,816,">480",1215.66056850009
"846","92677",Jan 2021,67124,738,">480",1099.45772004052
"847","92677",Feb 2021,67124,166,"240-480",247.303498003695
"848","92677",Mar 2021,67124,70,"60-120",104.284607591919
"849","92677",Apr 2021,67124,37,"30-60",55.1218640128717
"850","92677",May 2021,67124,29,"30-60",43.2036231452238
"851","92677",Jun 2021,67124,21,"30-60",31.2853822775758
"852","92677",Jul 2021,67124,296,"240-480",440.974912102974
"853","92677",Aug 2021,67124,383,">480",570.585781538645
"854","92677",Sep 2021,67124,101,"120-240",150.467790954055
"855","92679",Mar 2020,33336,8,"5-30",23.9980801535877
"856","92679",Apr 2020,33336,4,"5-30",11.9990400767939
"857","92679",May 2020,33336,5,"5-30",14.9988000959923
"858","92679",Jun 2020,33336,66,"120-240",197.984161267099
"859","92679",Jul 2020,33336,106,"240-480",317.974562035037
"860","92679",Aug 2020,33336,22,"60-120",65.9947204223662
"861","92679",Sep 2020,33336,25,"60-120",74.9940004799616
"862","92679",Oct 2020,33336,30,"60-120",89.9928005759539
"863","92679",Nov 2020,33336,115,"240-480",344.972402207823
"864","92679",Dec 2020,33336,368,">480",1103.91168706503
"865","92679",Jan 2021,33336,288,">480",863.930885529158
"866","92679",Feb 2021,33336,90,"240-480",269.978401727862
"867","92679",Mar 2021,33336,46,"120-240",137.988960883129
"868","92679",Apr 2021,33336,19,"30-60",56.9954403647708
"869","92679",May 2021,33336,13,"30-60",38.99688024958
"870","92679",Jun 2021,33336,10,"5-30",29.9976001919846
"871","92679",Jul 2021,33336,127,"240-480",380.969522438205
"872","92679",Aug 2021,33336,185,">480",554.955603551716
"873","92679",Sep 2021,33336,64,"120-240",191.984641228702
"874","92683",Mar 2020,92938,3,"0-5",3.2279584238955
"875","92683",Apr 2020,92938,35,"30-60",37.6595149454475
"876","92683",May 2020,92938,100,"60-120",107.59861412985
"877","92683",Jun 2020,92938,262,"240-480",281.908369020207
"878","92683",Jul 2020,92938,320,"240-480",344.31556521552
"879","92683",Aug 2020,92938,179,"120-240",192.601519292432
"880","92683",Sep 2020,92938,118,"120-240",126.966364673223
"881","92683",Oct 2020,92938,141,"120-240",151.714045923089
"882","92683",Nov 2020,92938,730,">480",785.469883147905
"883","92683",Dec 2020,92938,2810,">480",3023.52105704879
"884","92683",Jan 2021,92938,1869,">480",2011.0180980869
"885","92683",Feb 2021,92938,436,"240-480",469.129957606146
"886","92683",Mar 2021,92938,130,"120-240",139.878198368805
"887","92683",Apr 2021,92938,58,"60-120",62.407196195313
"888","92683",May 2021,92938,25,"5-30",26.8996535324625
"889","92683",Jun 2021,92938,30,"30-60",32.279584238955
"890","92683",Jul 2021,92938,279,"240-480",300.200133422282
"891","92683",Aug 2021,92938,526,">480",565.968710323011
"892","92683",Sep 2021,92938,119,"120-240",128.042350814522
"893","92688",Mar 2020,45484,6,"5-30",13.1914519391434
"894","92688",Apr 2020,45484,8,"5-30",17.5886025855246
"895","92688",May 2020,45484,10,"5-30",21.9857532319057
"896","92688",Jun 2020,45484,108,"120-240",237.446134904582
"897","92688",Jul 2020,45484,142,"240-480",312.197695893061
"898","92688",Aug 2020,45484,40,"60-120",87.9430129276229
"899","92688",Sep 2020,45484,32,"60-120",70.3544103420983
"900","92688",Oct 2020,45484,47,"60-120",103.333040189957
"901","92688",Nov 2020,45484,162,"240-480",356.169202356873
"902","92688",Dec 2020,45484,627,">480",1378.50672764049
"903","92688",Jan 2021,45484,570,">480",1253.18793421863
"904","92688",Feb 2021,45484,115,"240-480",252.836162166916
"905","92688",Mar 2021,45484,49,"60-120",107.730190836338
"906","92688",Apr 2021,45484,41,"60-120",90.1415882508135
"907","92688",May 2021,45484,18,"30-60",39.5743558174303
"908","92688",Jun 2021,45484,19,"30-60",41.7729311406209
"909","92688",Jul 2021,45484,196,"240-480",430.920763345352
"910","92688",Aug 2021,45484,310,">480",681.558350189077
"911","92688",Sep 2021,45484,93,"120-240",204.467505056723
"912","92691",Mar 2020,48837,10,"5-30",20.4762782316686
"913","92691",Apr 2020,48837,10,"5-30",20.4762782316686
"914","92691",May 2020,48837,22,"30-60",45.0478121096709
"915","92691",Jun 2020,48837,138,"240-480",282.572639597027
"916","92691",Jul 2020,48837,188,"240-480",384.95403075537
"917","92691",Aug 2020,48837,49,"60-120",100.333763335176
"918","92691",Sep 2020,48837,68,"120-240",139.238691975347
"919","92691",Oct 2020,48837,66,"120-240",135.143436329013
"920","92691",Nov 2020,48837,255,">480",522.14509490755
"921","92691",Dec 2020,48837,840,">480",1720.00737146016
"922","92691",Jan 2021,48837,616,">480",1261.33873907079
"923","92691",Feb 2021,48837,154,"240-480",315.334684767697
"924","92691",Mar 2021,48837,43,"60-120",88.047996396175
"925","92691",Apr 2021,48837,29,"30-60",59.381206871839
"926","92691",May 2021,48837,23,"30-60",47.0954399328378
"927","92691",Jun 2021,48837,11,"5-30",22.5239060548355
"928","92691",Jul 2021,48837,180,"240-480",368.573008170035
"929","92691",Aug 2021,48837,353,">480",722.812621577902
"930","92691",Sep 2021,48837,63,"120-240",129.000552859512
"931","92692",Mar 2020,48026,16,"30-60",33.3152875525757
"932","92692",Apr 2020,48026,11,"5-30",22.9042601923958
"933","92692",May 2020,48026,12,"5-30",24.9864656644318
"934","92692",Jun 2020,48026,99,"120-240",206.138341731562
"935","92692",Jul 2020,48026,117,"240-480",243.61804022821
"936","92692",Aug 2020,48026,42,"60-120",87.4526298255112
"937","92692",Sep 2020,48026,46,"60-120",95.7814517136551
"938","92692",Oct 2020,48026,53,"60-120",110.356890017907
"939","92692",Nov 2020,48026,194,"240-480",403.94786157498
"940","92692",Dec 2020,48026,566,">480",1178.52829717237
"941","92692",Jan 2021,48026,587,">480",1222.25461208512
"942","92692",Feb 2021,48026,123,"240-480",256.111273060426
"943","92692",Mar 2021,48026,49,"60-120",102.028068129763
"944","92692",Apr 2021,48026,34,"60-120",70.7949860492233
"945","92692",May 2021,48026,16,"30-60",33.3152875525757
"946","92692",Jun 2021,48026,10,"5-30",20.8220547203598
"947","92692",Jul 2021,48026,138,"240-480",287.344355140965
"948","92692",Aug 2021,48026,288,">480",599.675175946362
"949","92692",Sep 2021,48026,49,"60-120",102.028068129763
"950","92694",Mar 2020,32279,7,"5-30",21.6859258341336
"951","92694",Apr 2020,32279,8,"5-30",24.7839152390099
"952","92694",May 2020,32279,6,"5-30",18.5879364292574
"953","92694",Jun 2020,32279,75,"120-240",232.349205365718
"954","92694",Jul 2020,32279,79,"240-480",244.741162985223
"955","92694",Aug 2020,32279,25,"60-120",77.4497351219059
"956","92694",Sep 2020,32279,27,"60-120",83.6457139316583
"957","92694",Oct 2020,32279,32,"60-120",99.1356609560395
"958","92694",Nov 2020,32279,133,"240-480",412.032590848539
"959","92694",Dec 2020,32279,397,">480",1229.90179373587
"960","92694",Jan 2021,32279,340,">480",1053.31639765792
"961","92694",Feb 2021,32279,73,"120-240",226.153226555965
"962","92694",Mar 2021,32279,23,"60-120",71.2537563121534
"963","92694",Apr 2021,32279,24,"60-120",74.3517457170296
"964","92694",May 2021,32279,9,"5-30",27.8819046438861
"965","92694",Jun 2021,32279,13,"30-60",40.2738622633911
"966","92694",Jul 2021,32279,112,"240-480",346.974813346138
"967","92694",Aug 2021,32279,257,">480",796.183277053192
"968","92694",Sep 2021,32279,67,"120-240",207.565290126708
"969","92701",Mar 2020,55137,8,"5-30",14.509313165388
"970","92701",Apr 2020,55137,40,"60-120",72.5465658269402
"971","92701",May 2020,55137,277,">480",502.384968351561
"972","92701",Jun 2020,55137,446,">480",808.894208970383
"973","92701",Jul 2020,55137,642,">480",1164.37238152239
"974","92701",Aug 2020,55137,293,">480",531.403594682337
"975","92701",Sep 2020,55137,148,"240-480",268.422293559679
"976","92701",Oct 2020,55137,171,"240-480",310.136568910169
"977","92701",Nov 2020,55137,688,">480",1247.80093222337
"978","92701",Dec 2020,55137,2581,">480",4681.06715998331
"979","92701",Jan 2021,55137,1655,">480",3001.61416108965
"980","92701",Feb 2021,55137,260,"240-480",471.552677875111
"981","92701",Mar 2021,55137,68,"120-240",123.329161905798
"982","92701",Apr 2021,55137,27,"30-60",48.9689319331846
"983","92701",May 2021,55137,11,"5-30",19.9503056024085
"984","92701",Jun 2021,55137,19,"30-60",34.4596187677966
"985","92701",Jul 2021,55137,137,"240-480",248.47198795727
"986","92701",Aug 2021,55137,258,"240-480",467.925349583764
"987","92701",Sep 2021,55137,56,"60-120",101.565192157716
"988","92703",Mar 2020,68242,8,"5-30",11.7229858444946
"989","92703",Apr 2020,68242,283,"240-480",414.700624248996
"990","92703",May 2020,68242,353,">480",517.276750388324
"991","92703",Jun 2020,68242,517,">480",757.597960200463
"992","92703",Jul 2020,68242,817,">480",1197.20992936901
"993","92703",Aug 2020,68242,306,"240-480",448.404208551918
"994","92703",Sep 2020,68242,217,"240-480",317.985991031916
"995","92703",Oct 2020,68242,260,"240-480",380.997039946074
"996","92703",Nov 2020,68242,1120,">480",1641.21801822924
"997","92703",Dec 2020,68242,4354,">480",6380.23504586618
"998","92703",Jan 2021,68242,2084,">480",3053.83781249084
"999","92703",Feb 2021,68242,375,">480",549.514961460684
"1000","92703",Mar 2021,68242,130,"120-240",190.498519973037
"1001","92703",Apr 2021,68242,64,"60-120",93.7838867559567
"1002","92703",May 2021,68242,26,"30-60",38.0997039946074
"1003","92703",Jun 2021,68242,22,"30-60",32.2382110723601
"1004","92703",Jul 2021,68242,173,"240-480",253.509568887196
"1005","92703",Aug 2021,68242,370,">480",542.188095307875
"1006","92703",Sep 2021,68242,160,"120-240",234.459716889892
"1007","92704",Mar 2020,89021,12,"5-30",13.4799654014221
"1008","92704",Apr 2020,89021,80,"60-120",89.8664360094809
"1009","92704",May 2020,89021,222,"240-480",249.37935992631
"1010","92704",Jun 2020,89021,773,">480",868.334437941609
"1011","92704",Jul 2020,89021,933,">480",1048.06730996057
"1012","92704",Aug 2020,89021,313,"240-480",351.602430887094
"1013","92704",Sep 2020,89021,267,"240-480",299.929230181643
"1014","92704",Oct 2020,89021,282,"240-480",316.77918693342
"1015","92704",Nov 2020,89021,1146,">480",1287.33669583581
"1016","92704",Dec 2020,89021,4114,">480",4621.38147178756
"1017","92704",Jan 2021,89021,2807,">480",3153.18857348266
"1018","92704",Feb 2021,89021,434,">480",487.525415351434
"1019","92704",Mar 2021,89021,137,"120-240",153.896271666236
"1020","92704",Apr 2021,89021,57,"60-120",64.0298356567552
"1021","92704",May 2021,89021,30,"30-60",33.6999135035553
"1022","92704",Jun 2021,89021,33,"30-60",37.0699048539109
"1023","92704",Jul 2021,89021,185,"120-240",207.816133271925
"1024","92704",Aug 2021,89021,474,">480",532.458633356174
"1025","92704",Sep 2021,89021,153,"120-240",171.869558868132
"1026","92705",Mar 2020,47039,9,"5-30",19.1330598014414
"1027","92705",Apr 2020,47039,18,"30-60",38.2661196028827
"1028","92705",May 2020,47039,52,"60-120",110.546567741661
"1029","92705",Jun 2020,47039,212,"240-480",450.689853100619
"1030","92705",Jul 2020,47039,349,">480",741.937541189226
"1031","92705",Aug 2020,47039,116,"240-480",246.603881885244
"1032","92705",Sep 2020,47039,87,"120-240",184.952911413933
"1033","92705",Oct 2020,47039,132,"240-480",280.61821042114
"1034","92705",Nov 2020,47039,422,">480",897.12791513425
"1035","92705",Dec 2020,47039,1340,">480",2848.70001488127
"1036","92705",Jan 2021,47039,929,">480",1974.95695061545
"1037","92705",Feb 2021,47039,164,"240-480",348.646867492931
"1038","92705",Mar 2021,47039,58,"120-240",123.301940942622
"1039","92705",Apr 2021,47039,44,"60-120",93.5394034737133
"1040","92705",May 2021,47039,16,"30-60",34.0143285358957
"1041","92705",Jun 2021,47039,16,"30-60",34.0143285358957
"1042","92705",Jul 2021,47039,167,"240-480",355.024554093412
"1043","92705",Aug 2021,47039,352,">480",748.315227789706
"1044","92705",Sep 2021,47039,80,"120-240",170.071642679479
"1045","92706",Mar 2020,37260,5,"5-30",13.419216317767
"1046","92706",Apr 2020,37260,29,"60-120",77.8314546430488
"1047","92706",May 2020,37260,164,"240-480",440.150295222759
"1048","92706",Jun 2020,37260,266,">480",713.902308105207
"1049","92706",Jul 2020,37260,405,">480",1086.95652173913
"1050","92706",Aug 2020,37260,168,"240-480",450.885668276973
"1051","92706",Sep 2020,37260,86,"120-240",230.810520665593
"1052","92706",Oct 2020,37260,107,"240-480",287.171229200215
"1053","92706",Nov 2020,37260,456,">480",1223.83252818035
"1054","92706",Dec 2020,37260,1677,">480",4500.80515297907
"1055","92706",Jan 2021,37260,1127,">480",3024.69135802469
"1056","92706",Feb 2021,37260,170,"240-480",456.253354804079
"1057","92706",Mar 2021,37260,65,"120-240",174.449812130972
"1058","92706",Apr 2021,37260,22,"30-60",59.044551798175
"1059","92706",May 2021,37260,12,"30-60",32.2061191626409
"1060","92706",Jun 2021,37260,9,"5-30",24.1545893719807
"1061","92706",Jul 2021,37260,112,"240-480",300.590445517982
"1062","92706",Aug 2021,37260,227,">480",609.232420826624
"1063","92706",Sep 2021,37260,55,"120-240",147.611379495437
"1064","92707",Mar 2020,62175,5,"5-30",8.04181745074387
"1065","92707",Apr 2020,62175,52,"60-120",83.6349014877362
"1066","92707",May 2020,62175,199,"240-480",320.064334539606
"1067","92707",Jun 2020,62175,545,">480",876.558102131082
"1068","92707",Jul 2020,62175,773,">480",1243.264977885
"1069","92707",Aug 2020,62175,328,">480",527.543224768798
"1070","92707",Sep 2020,62175,256,"240-480",411.741053478086
"1071","92707",Oct 2020,62175,263,"240-480",422.999597909127
"1072","92707",Nov 2020,62175,868,">480",1396.05950944914
"1073","92707",Dec 2020,62175,3282,">480",5278.64897466827
"1074","92707",Jan 2021,62175,2000,">480",3216.72698029755
"1075","92707",Feb 2021,62175,353,">480",567.752312022517
"1076","92707",Mar 2021,62175,90,"120-240",144.75271411339
"1077","92707",Apr 2021,62175,43,"60-120",69.1596300763973
"1078","92707",May 2021,62175,26,"30-60",41.8174507438681
"1079","92707",Jun 2021,62175,26,"30-60",41.8174507438681
"1080","92707",Jul 2021,62175,182,"240-480",292.722155207077
"1081","92707",Aug 2021,62175,318,">480",511.45958986731
"1082","92707",Sep 2021,62175,95,"120-240",152.794531564133
"1083","92708",Mar 2020,57354,13,"5-30",22.6662482128535
"1084","92708",Apr 2020,57354,18,"30-60",31.3840359870279
"1085","92708",May 2020,57354,33,"30-60",57.5373993095512
"1086","92708",Jun 2020,57354,127,"120-240",221.43180946403
"1087","92708",Jul 2020,57354,221,"240-480",385.32621961851
"1088","92708",Aug 2020,57354,71,"120-240",123.792586393277
"1089","92708",Sep 2020,57354,30,"30-60",52.3067266450465
"1090","92708",Oct 2020,57354,73,"120-240",127.279701502947
"1091","92708",Nov 2020,57354,379,">480",660.808313282421
"1092","92708",Dec 2020,57354,1286,">480",2242.21501551766
"1093","92708",Jan 2021,57354,968,">480",1687.76371308017
"1094","92708",Feb 2021,57354,221,"240-480",385.32621961851
"1095","92708",Mar 2021,57354,75,"120-240",130.766816612616
"1096","92708",Apr 2021,57354,52,"60-120",90.664992851414
"1097","92708",May 2021,57354,29,"30-60",50.5631690902117
"1098","92708",Jun 2021,57354,30,"30-60",52.3067266450465
"1099","92708",Jul 2021,57354,193,"240-480",336.506608083133
"1100","92708",Aug 2021,57354,371,">480",646.859852843742
"1101","92708",Sep 2021,57354,84,"120-240",146.45883460613
"1102","92780",Mar 2020,57006,3,"5-30",5.26260393642774
"1103","92780",Apr 2020,57006,28,"30-60",49.1176367399923
"1104","92780",May 2020,57006,65,"60-120",114.023085289268
"1105","92780",Jun 2020,57006,275,">480",482.40536083921
"1106","92780",Jul 2020,57006,420,">480",736.764551099884
"1107","92780",Aug 2020,57006,157,"240-480",275.409606006385
"1108","92780",Sep 2020,57006,117,"120-240",205.241553520682
"1109","92780",Oct 2020,57006,147,"240-480",257.867592884959
"1110","92780",Nov 2020,57006,414,">480",726.239343227029
"1111","92780",Dec 2020,57006,1620,">480",2841.80612567098
"1112","92780",Jan 2021,57006,1383,">480",2426.06041469319
"1113","92780",Feb 2021,57006,214,"240-480",375.399080798512
"1114","92780",Mar 2021,57006,72,"120-240",126.302494474266
"1115","92780",Apr 2021,57006,54,"60-120",94.7268708556994
"1116","92780",May 2021,57006,17,"5-30",29.8214223064239
"1117","92780",Jun 2021,57006,19,"30-60",33.329824930709
"1118","92780",Jul 2021,57006,190,"240-480",333.29824930709
"1119","92780",Aug 2021,57006,345,">480",605.199452689191
"1120","92780",Sep 2021,57006,94,"120-240",164.894923341403
"1121","92782",Mar 2020,28855,5,"5-30",17.3280194073817
"1122","92782",Apr 2020,28855,4,"5-30",13.8624155259054
"1123","92782",May 2020,28855,10,"30-60",34.6560388147635
"1124","92782",Jun 2020,28855,86,"240-480",298.041933806966
"1125","92782",Jul 2020,28855,87,"240-480",301.507537688442
"1126","92782",Aug 2020,28855,24,"60-120",83.1744931554323
"1127","92782",Sep 2020,28855,36,"120-240",124.761739733149
"1128","92782",Oct 2020,28855,20,"60-120",69.312077629527
"1129","92782",Nov 2020,28855,148,">480",512.909374458499
"1130","92782",Dec 2020,28855,415,">480",1438.22561081268
"1131","92782",Jan 2021,28855,366,">480",1268.41102062034
"1132","92782",Feb 2021,28855,64,"120-240",221.798648414486
"1133","92782",Mar 2021,28855,27,"60-120",93.5713047998614
"1134","92782",Apr 2021,28855,38,"120-240",131.692947496101
"1135","92782",May 2021,28855,10,"30-60",34.6560388147635
"1136","92782",Jun 2021,28855,8,"5-30",27.7248310518108
"1137","92782",Jul 2021,28855,82,"240-480",284.17951828106
"1138","92782",Aug 2021,28855,154,">480",533.702997747357
"1139","92782",Sep 2021,28855,32,"60-120",110.899324207243
"1140","92801",Mar 2020,63542,10,"5-30",15.7376223600138
"1141","92801",Apr 2020,63542,63,"60-120",99.1470208680873
"1142","92801",May 2020,63542,131,"120-240",206.162852916181
"1143","92801",Jun 2020,63542,447,">480",703.471719492619
"1144","92801",Jul 2020,63542,616,">480",969.437537376853
"1145","92801",Aug 2020,63542,255,"240-480",401.309370180353
"1146","92801",Sep 2020,63542,133,"120-240",209.310377388184
"1147","92801",Oct 2020,63542,188,"240-480",295.86730036826
"1148","92801",Nov 2020,63542,738,">480",1161.43653016902
"1149","92801",Dec 2020,63542,2843,">480",4474.20603695194
"1150","92801",Jan 2021,63542,1933,">480",3042.08240219068
"1151","92801",Feb 2021,63542,341,">480",536.652922476472
"1152","92801",Mar 2021,63542,112,"120-240",176.261370432155
"1153","92801",Apr 2021,63542,60,"60-120",94.4257341600831
"1154","92801",May 2021,63542,26,"30-60",40.917818136036
"1155","92801",Jun 2021,63542,27,"30-60",42.4915803720374
"1156","92801",Jul 2021,63542,221,"240-480",347.801454156306
"1157","92801",Aug 2021,63542,395,">480",621.636083220547
"1158","92801",Sep 2021,63542,103,"120-240",162.097510308143
"1159","92802",Mar 2020,44506,9,"5-30",20.2219925403316
"1160","92802",Apr 2020,44506,17,"30-60",38.1970970206264
"1161","92802",May 2020,44506,116,"240-480",260.639014964274
"1162","92802",Jun 2020,44506,322,">480",723.497955331865
"1163","92802",Jul 2020,44506,458,">480",1029.07473149688
"1164","92802",Aug 2020,44506,177,"240-480",397.699186626522
"1165","92802",Sep 2020,44506,102,"120-240",229.182582123759
"1166","92802",Oct 2020,44506,119,"240-480",267.379679144385
"1167","92802",Nov 2020,44506,487,">480",1094.23448523795
"1168","92802",Dec 2020,44506,1992,">480",4475.8010155934
"1169","92802",Jan 2021,44506,1333,">480",2995.10178402912
"1170","92802",Feb 2021,44506,227,">480",510.043589628365
"1171","92802",Mar 2021,44506,62,"120-240",139.307059722285
"1172","92802",Apr 2021,44506,44,"60-120",98.8630746416214
"1173","92802",May 2021,44506,16,"30-60",35.9502089605896
"1174","92802",Jun 2021,44506,18,"30-60",40.4439850806633
"1175","92802",Jul 2021,44506,151,"240-480",339.280097065564
"1176","92802",Aug 2021,44506,271,">480",608.906664269986
"1177","92802",Sep 2021,44506,76,"120-240",170.763492562801
"1178","92804",Mar 2020,92468,16,"5-30",17.3032832980058
"1179","92804",Apr 2020,92468,106,"60-120",114.634251849288
"1180","92804",May 2020,92468,239,"240-480",258.467794263962
"1181","92804",Jun 2020,92468,617,">480",667.257862179349
"1182","92804",Jul 2020,92468,801,">480",866.245620106415
"1183","92804",Aug 2020,92468,335,"240-480",362.287494051996
"1184","92804",Sep 2020,92468,226,"240-480",244.408876584332
"1185","92804",Oct 2020,92468,234,"240-480",253.060518233335
"1186","92804",Nov 2020,92468,854,">480",923.562746031059
"1187","92804",Dec 2020,92468,3865,">480",4179.82437167453
"1188","92804",Jan 2021,92468,2412,">480",2608.46995717437
"1189","92804",Feb 2021,92468,468,">480",506.12103646667
"1190","92804",Mar 2021,92468,138,"120-240",149.2408184453
"1191","92804",Apr 2021,92468,58,"60-120",62.724401955271
"1192","92804",May 2021,92468,51,"30-60",55.1542155123935
"1193","92804",Jun 2021,92468,45,"30-60",48.6654842756413
"1194","92804",Jul 2021,92468,274,"240-480",296.318726478349
"1195","92804",Aug 2021,92468,519,">480",561.275251979063
"1196","92804",Sep 2021,92468,150,"120-240",162.218280918804
"1197","92805",Mar 2020,76299,23,"30-60",30.1445628383072
"1198","92805",Apr 2020,76299,76,"60-120",99.608120683102
"1199","92805",May 2020,76299,235,"240-480",307.998794217486
"1200","92805",Jun 2020,76299,666,">480",872.881689144026
"1201","92805",Jul 2020,76299,714,">480",935.792081154406
"1202","92805",Aug 2020,76299,370,">480",484.934271746681
"1203","92805",Sep 2020,76299,214,"240-480",280.475497712945
"1204","92805",Oct 2020,76299,279,"240-480",365.666653560335
"1205","92805",Nov 2020,76299,911,">480",1193.98681503034
"1206","92805",Dec 2020,76299,3569,">480",4677.64977260515
"1207","92805",Jan 2021,76299,2414,">480",3163.86846485537
"1208","92805",Feb 2021,76299,371,">480",486.244904913564
"1209","92805",Mar 2021,76299,142,"120-240",186.109909697375
"1210","92805",Apr 2021,76299,81,"60-120",106.161286517517
"1211","92805",May 2021,76299,27,"30-60",35.3870955058389
"1212","92805",Jun 2021,76299,31,"30-60",40.6296281733706
"1213","92805",Jul 2021,76299,219,"240-480",287.02866354736
"1214","92805",Aug 2021,76299,419,">480",549.155296923944
"1215","92805",Sep 2021,76299,133,"120-240",174.314211195429
"1216","92806",Mar 2020,41759,7,"5-30",16.7628535166072
"1217","92806",Apr 2020,41759,39,"60-120",93.3930410210972
"1218","92806",May 2020,41759,83,"120-240",198.759548839771
"1219","92806",Jun 2020,41759,328,">480",785.459421921023
"1220","92806",Jul 2020,41759,376,">480",900.404703177758
"1221","92806",Aug 2020,41759,140,"240-480",335.257070332144
"1222","92806",Sep 2020,41759,85,"120-240",203.548935558802
"1223","92806",Oct 2020,41759,135,"240-480",323.283603534567
"1224","92806",Nov 2020,41759,401,">480",960.272037165641
"1225","92806",Dec 2020,41759,1628,">480",3898.56078929093
"1226","92806",Jan 2021,41759,1100,">480",2634.16269546685
"1227","92806",Feb 2021,41759,227,">480",543.595392609976
"1228","92806",Mar 2021,41759,73,"120-240",174.812615244618
"1229","92806",Apr 2021,41759,41,"60-120",98.1824277401279
"1230","92806",May 2021,41759,24,"30-60",57.4726406283675
"1231","92806",Jun 2021,41759,22,"30-60",52.6832539093369
"1232","92806",Jul 2021,41759,121,"240-480",289.757896501353
"1233","92806",Aug 2021,41759,277,">480",663.330060585742
"1234","92806",Sep 2021,41759,59,"120-240",141.286908211404
"1235","92807",Mar 2020,37263,9,"5-30",24.1526447145962
"1236","92807",Apr 2020,37263,12,"30-60",32.2035262861283
"1237","92807",May 2020,37263,21,"30-60",56.3561710007246
"1238","92807",Jun 2020,37263,122,"240-480",327.402517242305
"1239","92807",Jul 2020,37263,176,"240-480",472.318385529882
"1240","92807",Aug 2020,37263,69,"120-240",185.170276145238
"1241","92807",Sep 2020,37263,52,"120-240",139.548613906556
"1242","92807",Oct 2020,37263,81,"120-240",217.373802431366
"1243","92807",Nov 2020,37263,288,">480",772.88463086708
"1244","92807",Dec 2020,37263,944,">480",2533.3440678421
"1245","92807",Jan 2021,37263,679,">480",1822.18286235676
