"","zip","month_date","population","new_cases_in_frame","plot_var_dis","plot_var_cont"
"1246","92807",Feb 2021,37263,133,"240-480",356.922416337922
"1247","92807",Mar 2021,37263,56,"120-240",150.283122668599
"1248","92807",Apr 2021,37263,51,"120-240",136.864986716045
"1249","92807",May 2021,37263,6,"5-30",16.1017631430642
"1250","92807",Jun 2021,37263,27,"60-120",72.4579341437887
"1251","92807",Jul 2021,37263,176,"240-480",472.318385529882
"1252","92807",Aug 2021,37263,314,">480",842.658937820358
"1253","92807",Sep 2021,37263,99,"240-480",265.679091860559
"1254","92808",Mar 2020,21301,7,"30-60",32.8623069339468
"1255","92808",Apr 2020,21301,7,"30-60",32.8623069339468
"1256","92808",May 2020,21301,8,"30-60",37.5569222102249
"1257","92808",Jun 2020,21301,47,"120-240",220.646917985071
"1258","92808",Jul 2020,21301,97,"240-480",455.377681798977
"1259","92808",Aug 2020,21301,27,"120-240",126.754612459509
"1260","92808",Sep 2020,21301,23,"60-120",107.976151354397
"1261","92808",Oct 2020,21301,24,"60-120",112.670766630675
"1262","92808",Nov 2020,21301,124,">480",582.132294258486
"1263","92808",Dec 2020,21301,420,">480",1971.73841603681
"1264","92808",Jan 2021,21301,359,">480",1685.36688418384
"1265","92808",Feb 2021,21301,64,"240-480",300.455377681799
"1266","92808",Mar 2021,21301,19,"60-120",89.1976902492841
"1267","92808",Apr 2021,21301,20,"60-120",93.8923055255622
"1268","92808",May 2021,21301,7,"30-60",32.8623069339468
"1269","92808",Jun 2021,21301,7,"30-60",32.8623069339468
"1270","92808",Jul 2021,21301,83,"240-480",389.653067931083
"1271","92808",Aug 2021,21301,171,">480",802.779212243557
"1272","92808",Sep 2021,21301,55,"240-480",258.203840195296
"1273","92821",Mar 2020,39917,5,"5-30",12.5259914322219
"1274","92821",Apr 2020,39917,8,"5-30",20.041586291555
"1275","92821",May 2020,39917,28,"60-120",70.1455520204424
"1276","92821",Jun 2020,39917,125,"240-480",313.149785805547
"1277","92821",Jul 2020,39917,183,"240-480",458.45128641932
"1278","92821",Aug 2020,39917,63,"120-240",157.827492045995
"1279","92821",Sep 2020,39917,38,"60-120",95.1975348848861
"1280","92821",Oct 2020,39917,90,"120-240",225.467845779993
"1281","92821",Nov 2020,39917,271,">480",678.908735626425
"1282","92821",Dec 2020,39917,867,">480",2172.00691434727
"1283","92821",Jan 2021,39917,514,">480",1287.67191923241
"1284","92821",Feb 2021,39917,141,"240-480",353.232958388656
"1285","92821",Mar 2021,39917,35,"60-120",87.681940025553
"1286","92821",Apr 2021,39917,33,"60-120",82.6715434526643
"1287","92821",May 2021,39917,17,"30-60",42.5883708695543
"1288","92821",Jun 2021,39917,15,"30-60",37.5779742966656
"1289","92821",Jul 2021,39917,170,"240-480",425.883708695543
"1290","92821",Aug 2021,39917,302,">480",756.5698825062
"1291","92821",Sep 2021,39917,76,"120-240",190.395069769772
"1292","92823",Mar 2020,5076,1,"5-30",19.7005516154452
"1293","92823",Apr 2020,5076,4,"60-120",78.8022064617809
"1294","92823",May 2020,5076,1,"5-30",19.7005516154452
"1295","92823",Jun 2020,5076,13,"240-480",256.107171000788
"1296","92823",Jul 2020,5076,12,"120-240",236.406619385343
"1297","92823",Aug 2020,5076,8,"120-240",157.604412923562
"1298","92823",Sep 2020,5076,6,"60-120",118.203309692671
"1299","92823",Oct 2020,5076,11,"120-240",216.706067769898
"1300","92823",Nov 2020,5076,33,">480",650.118203309693
"1301","92823",Dec 2020,5076,109,">480",2147.36012608353
"1302","92823",Jan 2021,5076,118,">480",2324.66509062254
"1303","92823",Feb 2021,5076,7,"120-240",137.903861308117
"1304","92823",Mar 2021,5076,6,"60-120",118.203309692671
"1305","92823",Apr 2021,5076,8,"120-240",157.604412923562
"1306","92823",May 2021,5076,2,"30-60",39.4011032308905
"1307","92823",Jun 2021,5076,2,"30-60",39.4011032308905
"1308","92823",Jul 2021,5076,21,"240-480",413.71158392435
"1309","92823",Aug 2021,5076,32,">480",630.417651694247
"1310","92823",Sep 2021,5076,8,"120-240",157.604412923562
"1311","92831",Mar 2020,35725,1,"0-5",2.79916025192442
"1312","92831",Apr 2020,35725,38,"60-120",106.368089573128
"1313","92831",May 2020,35725,50,"120-240",139.958012596221
"1314","92831",Jun 2020,35725,186,">480",520.643806857943
"1315","92831",Jul 2020,35725,238,">480",666.200139958013
"1316","92831",Aug 2020,35725,90,"240-480",251.924422673198
"1317","92831",Sep 2020,35725,75,"120-240",209.937018894332
"1318","92831",Oct 2020,35725,92,"240-480",257.522743177047
"1319","92831",Nov 2020,35725,299,">480",836.948915325402
"1320","92831",Dec 2020,35725,912,">480",2552.83414975507
"1321","92831",Jan 2021,35725,781,">480",2186.14415675297
"1322","92831",Feb 2021,35725,143,"240-480",400.279916025192
"1323","92831",Mar 2021,35725,42,"60-120",117.564730580826
"1324","92831",Apr 2021,35725,44,"120-240",123.163051084675
"1325","92831",May 2021,35725,16,"30-60",44.7865640307908
"1326","92831",Jun 2021,35725,26,"60-120",72.778166550035
"1327","92831",Jul 2021,35725,138,"240-480",386.28411476557
"1328","92831",Aug 2021,35725,227,">480",635.409377186844
"1329","92831",Sep 2021,35725,66,"120-240",184.744576627012
"1330","92832",Mar 2020,26225,7,"5-30",26.6920877025739
"1331","92832",Apr 2020,26225,8,"30-60",30.5052430886559
"1332","92832",May 2020,26225,32,"120-240",122.020972354623
"1333","92832",Jun 2020,26225,202,">480",770.257387988561
"1334","92832",Jul 2020,26225,246,">480",938.036224976168
"1335","92832",Aug 2020,26225,77,"240-480",293.612964728313
"1336","92832",Sep 2020,26225,37,"120-240",141.086749285033
"1337","92832",Oct 2020,26225,80,"240-480",305.052430886559
"1338","92832",Nov 2020,26225,239,">480",911.344137273594
"1339","92832",Dec 2020,26225,911,">480",3473.78455672069
"1340","92832",Jan 2021,26225,734,">480",2798.85605338418
"1341","92832",Feb 2021,26225,129,">480",491.897044804576
"1342","92832",Mar 2021,26225,50,"120-240",190.657769304099
"1343","92832",Apr 2021,26225,27,"60-120",102.955195424214
"1344","92832",May 2021,26225,12,"30-60",45.7578646329838
"1345","92832",Jun 2021,26225,19,"60-120",72.4499523355577
"1346","92832",Jul 2021,26225,108,"240-480",411.820781696854
"1347","92832",Aug 2021,26225,211,">480",804.575786463298
"1348","92832",Sep 2021,26225,55,"120-240",209.723546234509
"1349","92833",Mar 2020,55716,5,"5-30",8.97408284873286
"1350","92833",Apr 2020,55716,25,"30-60",44.8704142436643
"1351","92833",May 2020,55716,51,"60-120",91.5356450570752
"1352","92833",Jun 2020,55716,240,"240-480",430.755976739177
"1353","92833",Jul 2020,55716,319,">480",572.546485749156
"1354","92833",Aug 2020,55716,119,"120-240",213.583171799842
"1355","92833",Sep 2020,55716,81,"120-240",145.380142149472
"1356","92833",Oct 2020,55716,152,"240-480",272.812118601479
"1357","92833",Nov 2020,55716,407,">480",730.490343886855
"1358","92833",Dec 2020,55716,1439,">480",2582.74104386532
"1359","92833",Jan 2021,55716,1008,">480",1809.17510230454
"1360","92833",Feb 2021,55716,188,"240-480",337.425515112356
"1361","92833",Mar 2021,55716,63,"60-120",113.073443894034
"1362","92833",Apr 2021,55716,35,"60-120",62.81857994113
"1363","92833",May 2021,55716,16,"5-30",28.7170651159452
"1364","92833",Jun 2021,55716,20,"30-60",35.8963313949314
"1365","92833",Jul 2021,55716,133,"120-240",238.710603776294
"1366","92833",Aug 2021,55716,362,">480",649.723598248259
"1367","92833",Sep 2021,55716,105,"120-240",188.45573982339
"1368","92835",Mar 2020,26247,5,"5-30",19.049796167181
"1369","92835",Apr 2020,26247,2,"5-30",7.6199184668724
"1370","92835",May 2020,26247,9,"30-60",34.2896331009258
"1371","92835",Jun 2020,26247,106,"240-480",403.855678744237
"1372","92835",Jul 2020,26247,80,"240-480",304.796738674896
"1373","92835",Aug 2020,26247,83,"240-480",316.226616375205
"1374","92835",Sep 2020,26247,120,"240-480",457.195108012344
"1375","92835",Oct 2020,26247,56,"120-240",213.357717072427
"1376","92835",Nov 2020,26247,129,">480",491.48474111327
"1377","92835",Dec 2020,26247,502,">480",1912.59953518497
"1378","92835",Jan 2021,26247,405,">480",1543.03348954166
"1379","92835",Feb 2021,26247,93,"240-480",354.326208709567
"1380","92835",Mar 2021,26247,20,"60-120",76.199184668724
"1381","92835",Apr 2021,26247,22,"60-120",83.8191031355964
"1382","92835",May 2021,26247,10,"30-60",38.099592334362
"1383","92835",Jun 2021,26247,11,"30-60",41.9095515677982
"1384","92835",Jul 2021,26247,102,"240-480",388.615841810493
"1385","92835",Aug 2021,26247,153,">480",582.923762715739
"1386","92835",Sep 2021,26247,44,"120-240",167.638206271193
"1387","92840",Mar 2020,55661,3,"5-30",5.38977021612979
"1388","92840",Apr 2020,55661,24,"30-60",43.1181617290383
"1389","92840",May 2020,55661,78,"120-240",140.134025619374
"1390","92840",Jun 2020,55661,296,">480",531.790661324805
"1391","92840",Jul 2020,55661,367,">480",659.348556439877
"1392","92840",Aug 2020,55661,131,"120-240",235.353299437667
"1393","92840",Sep 2020,55661,155,"240-480",278.471461166706
"1394","92840",Oct 2020,55661,138,"240-480",247.92942994197
"1395","92840",Nov 2020,55661,526,">480",945.006377894756
"1396","92840",Dec 2020,55661,2040,">480",3665.04374696825
"1397","92840",Jan 2021,55661,1514,">480",2720.0373690735
"1398","92840",Feb 2021,55661,311,">480",558.739512405454
"1399","92840",Mar 2021,55661,74,"120-240",132.947665331201
"1400","92840",Apr 2021,55661,29,"30-60",52.1011120892546
"1401","92840",May 2021,55661,25,"30-60",44.9147518010815
"1402","92840",Jun 2021,55661,30,"30-60",53.8977021612979
"1403","92840",Jul 2021,55661,161,"240-480",289.251001598965
"1404","92840",Aug 2021,55661,304,">480",546.163381901152
"1405","92840",Sep 2021,55661,79,"120-240",141.930615691418
"1406","92841",Mar 2020,33921,5,"5-30",14.7401314819728
"1407","92841",Apr 2020,33921,20,"30-60",58.9605259278913
"1408","92841",May 2020,33921,49,"120-240",144.453288523334
"1409","92841",Jun 2020,33921,139,"240-480",409.775655198844
"1410","92841",Jul 2020,33921,167,">480",492.320391497892
"1411","92841",Aug 2020,33921,66,"120-240",194.569735562041
"1412","92841",Sep 2020,33921,38,"60-120",112.024999262993
"1413","92841",Oct 2020,33921,55,"120-240",162.141446301701
"1414","92841",Nov 2020,33921,323,">480",952.212493735444
"1415","92841",Dec 2020,33921,1160,">480",3419.71050381769
"1416","92841",Jan 2021,33921,808,">480",2382.00524748681
"1417","92841",Feb 2021,33921,160,"240-480",471.68420742313
"1418","92841",Mar 2021,33921,42,"120-240",123.817104448572
"1419","92841",Apr 2021,33921,37,"60-120",109.076972966599
"1420","92841",May 2021,33921,15,"30-60",44.2203944459185
"1421","92841",Jun 2021,33921,8,"5-30",23.5842103711565
"1422","92841",Jul 2021,33921,89,"240-480",262.374340379116
"1423","92841",Aug 2021,33921,194,">480",571.917101500545
"1424","92841",Sep 2021,33921,31,"60-120",91.3888151882315
"1425","92843",Mar 2020,48185,6,"5-30",12.4520078862717
"1426","92843",Apr 2020,48185,40,"60-120",83.0133859084777
"1427","92843",May 2020,48185,86,"120-240",178.478779703227
"1428","92843",Jun 2020,48185,236,">480",489.778976860019
"1429","92843",Jul 2020,48185,351,">480",728.442461346892
"1430","92843",Aug 2020,48185,159,"240-480",329.978208986199
"1431","92843",Sep 2020,48185,70,"120-240",145.273425339836
"1432","92843",Oct 2020,48185,89,"120-240",184.704783646363
"1433","92843",Nov 2020,48185,461,">480",956.729272595206
"1434","92843",Dec 2020,48185,1769,">480",3671.26699180243
"1435","92843",Jan 2021,48185,1292,">480",2681.33236484383
"1436","92843",Feb 2021,48185,263,">480",545.813012348241
"1437","92843",Mar 2021,48185,105,"120-240",217.910138009754
"1438","92843",Apr 2021,48185,29,"60-120",60.1847047836464
"1439","92843",May 2021,48185,9,"5-30",18.6780118294075
"1440","92843",Jun 2021,48185,15,"30-60",31.1300197156792
"1441","92843",Jul 2021,48185,123,"240-480",255.266161668569
"1442","92843",Aug 2021,48185,257,">480",533.36100446197
"1443","92843",Sep 2021,48185,53,"60-120",109.992736328733
"1444","92844",Mar 2020,26068,4,"5-30",15.3444836581249
"1445","92844",Apr 2020,26068,17,"60-120",65.2140555470308
"1446","92844",May 2020,26068,18,"60-120",69.0501764615621
"1447","92844",Jun 2020,26068,73,"240-480",280.036826760779
"1448","92844",Jul 2020,26068,114,"240-480",437.31778425656
"1449","92844",Aug 2020,26068,60,"120-240",230.167254871874
"1450","92844",Sep 2020,26068,26,"60-120",99.7391437778119
"1451","92844",Oct 2020,26068,26,"60-120",99.7391437778119
"1452","92844",Nov 2020,26068,185,">480",709.682369188277
"1453","92844",Dec 2020,26068,749,">480",2873.25456498389
"1454","92844",Jan 2021,26068,580,">480",2224.95013042811
"1455","92844",Feb 2021,26068,108,"240-480",414.301058769372
"1456","92844",Mar 2021,26068,59,"120-240",226.331133957342
"1457","92844",Apr 2021,26068,19,"60-120",72.8862973760933
"1458","92844",May 2021,26068,8,"30-60",30.6889673162498
"1459","92844",Jun 2021,26068,16,"60-120",61.3779346324996
"1460","92844",Jul 2021,26068,56,"120-240",214.822771213749
"1461","92844",Aug 2021,26068,102,"240-480",391.284333282185
"1462","92844",Sep 2021,26068,30,"60-120",115.083627435937
"1463","92845",Mar 2020,16541,3,"5-30",18.136751103319
"1464","92845",Apr 2020,16541,4,"5-30",24.1823348044254
"1465","92845",May 2020,16541,8,"30-60",48.3646696088507
"1466","92845",Jun 2020,16541,36,"120-240",217.641013239828
"1467","92845",Jul 2020,16541,52,"240-480",314.37035245753
"1468","92845",Aug 2020,16541,18,"60-120",108.820506619914
"1469","92845",Sep 2020,16541,12,"60-120",72.5470044132761
"1470","92845",Oct 2020,16541,15,"60-120",90.6837555165951
"1471","92845",Nov 2020,16541,102,">480",616.649537512847
"1472","92845",Dec 2020,16541,344,">480",2079.68079318058
"1473","92845",Jan 2021,16541,307,">480",1855.99419623965
"1474","92845",Feb 2021,16541,67,"240-480",405.054107974125
"1475","92845",Mar 2021,16541,15,"60-120",90.6837555165951
"1476","92845",Apr 2021,16541,18,"60-120",108.820506619914
"1477","92845",May 2021,16541,5,"30-60",30.2279185055317
"1478","92845",Jun 2021,16541,11,"60-120",66.5014207121698
"1479","92845",Jul 2021,16541,90,">480",544.102533099571
"1480","92845",Aug 2021,16541,117,">480",707.333293029442
"1481","92845",Sep 2021,16541,39,"120-240",235.777764343147
"1482","92861",Mar 2020,5864,4,"60-120",68.212824010914
"1483","92861",Apr 2020,5864,1,"5-30",17.0532060027285
"1484","92861",May 2020,5864,4,"60-120",68.212824010914
"1485","92861",Jun 2020,5864,24,"240-480",409.276944065484
"1486","92861",Jul 2020,5864,12,"120-240",204.638472032742
"1487","92861",Aug 2020,5864,2,"30-60",34.106412005457
"1488","92861",Sep 2020,5864,3,"30-60",51.1596180081855
"1489","92861",Oct 2020,5864,13,"120-240",221.691678035471
"1490","92861",Nov 2020,5864,34,">480",579.809004092769
"1491","92861",Dec 2020,5864,87,">480",1483.62892223738
"1492","92861",Jan 2021,5864,79,">480",1347.20327421555
"1493","92861",Feb 2021,5864,13,"120-240",221.691678035471
"1494","92861",Mar 2021,5864,3,"30-60",51.1596180081855
"1495","92861",Apr 2021,5864,2,"30-60",34.106412005457
"1496","92861",May 2021,5864,1,"5-30",17.0532060027285
"1497","92861",Jun 2021,5864,1,"5-30",17.0532060027285
"1498","92861",Jul 2021,5864,30,">480",511.596180081855
"1499","92861",Aug 2021,5864,35,">480",596.862210095498
"1500","92861",Sep 2021,5864,2,"30-60",34.106412005457
"1501","92865",Mar 2020,21028,3,"5-30",14.2666920296747
"1502","92865",Apr 2020,21028,9,"30-60",42.8000760890242
"1503","92865",May 2020,21028,21,"60-120",99.866844207723
"1504","92865",Jun 2020,21028,98,"240-480",466.045272969374
"1505","92865",Jul 2020,21028,116,">480",551.645425147423
"1506","92865",Aug 2020,21028,43,"120-240",204.489252425338
"1507","92865",Sep 2020,21028,36,"120-240",171.200304356097
"1508","92865",Oct 2020,21028,48,"120-240",228.267072474796
"1509","92865",Nov 2020,21028,212,">480",1008.17957009701
"1510","92865",Dec 2020,21028,682,">480",3243.29465474605
"1511","92865",Jan 2021,21028,451,">480",2144.7593684611
"1512","92865",Feb 2021,21028,89,"240-480",423.24519688035
"1513","92865",Mar 2021,21028,25,"60-120",118.889100247289
"1514","92865",Apr 2021,21028,15,"60-120",71.3334601483736
"1515","92865",May 2021,21028,11,"30-60",52.3112041088073
"1516","92865",Jun 2021,21028,8,"30-60",38.0445120791326
"1517","92865",Jul 2021,21028,70,"240-480",332.88948069241
"1518","92865",Aug 2021,21028,135,">480",642.001141335362
"1519","92865",Sep 2021,21028,35,"120-240",166.444740346205
"1520","92866",Mar 2020,15345,4,"5-30",26.0671228413164
"1521","92866",Apr 2020,15345,9,"30-60",58.6510263929619
"1522","92866",May 2020,15345,10,"60-120",65.167807103291
"1523","92866",Jun 2020,15345,85,">480",553.926360377973
"1524","92866",Jul 2020,15345,86,">480",560.443141088302
"1525","92866",Aug 2020,15345,30,"120-240",195.503421309873
"1526","92866",Sep 2020,15345,31,"120-240",202.020202020202
"1527","92866",Oct 2020,15345,46,"240-480",299.771912675138
"1528","92866",Nov 2020,15345,97,">480",632.127728901922
"1529","92866",Dec 2020,15345,366,">480",2385.14173998045
"1530","92866",Jan 2021,15345,297,">480",1935.48387096774
"1531","92866",Feb 2021,15345,69,"240-480",449.657869012708
"1532","92866",Mar 2021,15345,30,"120-240",195.503421309873
"1533","92866",Apr 2021,15345,25,"120-240",162.919517758227
"1534","92866",May 2021,15345,3,"5-30",19.5503421309873
"1535","92866",Jun 2021,15345,10,"60-120",65.167807103291
"1536","92866",Jul 2021,15345,46,"240-480",299.771912675138
"1537","92866",Aug 2021,15345,122,">480",795.04724666015
"1538","92866",Sep 2021,15345,27,"120-240",175.953079178886
"1539","92867",Mar 2020,46436,3,"5-30",6.46050478077354
"1540","92867",Apr 2020,46436,19,"30-60",40.9165302782324
"1541","92867",May 2020,46436,41,"60-120",88.2935653372383
"1542","92867",Jun 2020,46436,178,"240-480",383.32328365923
"1543","92867",Jul 2020,46436,232,">480",499.612369713154
"1544","92867",Aug 2020,46436,69,"120-240",148.591609957791
"1545","92867",Sep 2020,46436,56,"120-240",120.596089241106
"1546","92867",Oct 2020,46436,96,"120-240",206.736152984753
"1547","92867",Nov 2020,46436,327,">480",704.195021104316
"1548","92867",Dec 2020,46436,1128,">480",2429.14979757085
"1549","92867",Jan 2021,46436,826,">480",1778.79231630631
"1550","92867",Feb 2021,46436,131,"240-480",282.108708760444
"1551","92867",Mar 2021,46436,61,"120-240",131.363597209062
"1552","92867",Apr 2021,46436,35,"60-120",75.3725557756913
"1553","92867",May 2021,46436,20,"30-60",43.0700318718236
"1554","92867",Jun 2021,46436,15,"30-60",32.3025239038677
"1555","92867",Jul 2021,46436,144,"240-480",310.10422947713
"1556","92867",Aug 2021,46436,267,">480",574.984925488845
"1557","92867",Sep 2021,46436,76,"120-240",163.66612111293
"1558","92868",Mar 2020,26803,6,"5-30",22.3855538559117
"1559","92868",Apr 2020,26803,55,"120-240",205.200910345857
"1560","92868",May 2020,26803,70,"240-480",261.164794985636
"1561","92868",Jun 2020,26803,183,">480",682.759392605305
"1562","92868",Jul 2020,26803,212,">480",790.956236242212
"1563","92868",Aug 2020,26803,102,"240-480",380.554415550498
"1564","92868",Sep 2020,26803,55,"120-240",205.200910345857
"1565","92868",Oct 2020,26803,72,"240-480",268.62664627094
"1566","92868",Nov 2020,26803,291,">480",1085.69936201172
"1567","92868",Dec 2020,26803,1320,">480",4924.82184830056
"1568","92868",Jan 2021,26803,730,">480",2723.57571913592
"1569","92868",Feb 2021,26803,112,"240-480",417.863671977018
"1570","92868",Mar 2021,26803,32,"60-120",119.389620564862
"1571","92868",Apr 2021,26803,29,"60-120",108.196843636906
"1572","92868",May 2021,26803,12,"30-60",44.7711077118233
"1573","92868",Jun 2021,26803,11,"30-60",41.0401820691714
"1574","92868",Jul 2021,26803,85,"240-480",317.128679625415
"1575","92868",Aug 2021,26803,174,">480",649.181061821438
"1576","92868",Sep 2021,26803,57,"120-240",212.662761631161
"1577","92869",Mar 2020,38271,10,"5-30",26.1294452718769
"1578","92869",Apr 2020,38271,18,"30-60",47.0330014893784
"1579","92869",May 2020,38271,38,"60-120",99.2918920331321
"1580","92869",Jun 2020,38271,172,"240-480",449.426458676282
"1581","92869",Jul 2020,38271,206,">480",538.266572600664
"1582","92869",Aug 2020,38271,58,"120-240",151.550782576886
"1583","92869",Sep 2020,38271,52,"120-240",135.87311541376
"1584","92869",Oct 2020,38271,61,"120-240",159.389616158449
"1585","92869",Nov 2020,38271,269,">480",702.882077813488
"1586","92869",Dec 2020,38271,1023,">480",2673.042251313
"1587","92869",Jan 2021,38271,703,">480",1836.90000261294
"1588","92869",Feb 2021,38271,130,"240-480",339.682788534399
"1589","92869",Mar 2021,38271,48,"120-240",125.421337305009
"1590","92869",Apr 2021,38271,31,"60-120",81.0012803428183
"1591","92869",May 2021,38271,27,"60-120",70.5495022340676
"1592","92869",Jun 2021,38271,29,"60-120",75.7753912884429
"1593","92869",Jul 2021,38271,111,"240-480",290.036842517833
"1594","92869",Aug 2021,38271,235,">480",614.041963889107
"1595","92869",Sep 2021,38271,73,"120-240",190.744950484701
"1596","92870",Mar 2020,54323,14,"5-30",25.7717725456989
"1597","92870",Apr 2020,54323,44,"60-120",80.9969994293393
"1598","92870",May 2020,54323,67,"120-240",123.33634004013
"1599","92870",Jun 2020,54323,253,"240-480",465.732746718701
"1600","92870",Jul 2020,54323,345,">480",635.090109161865
"1601","92870",Aug 2020,54323,104,"120-240",191.44745319662
"1602","92870",Sep 2020,54323,93,"120-240",171.198203339285
"1603","92870",Oct 2020,54323,130,"120-240",239.309316495775
"1604","92870",Nov 2020,54323,449,">480",826.537562358485
"1605","92870",Dec 2020,54323,1448,">480",2665.53761758371
"1606","92870",Jan 2021,54323,1012,">480",1862.9309868748
"1607","92870",Feb 2021,54323,200,"240-480",368.16817922427
"1608","92870",Mar 2021,54323,69,"120-240",127.018021832373
"1609","92870",Apr 2021,54323,64,"60-120",117.813817351766
"1610","92870",May 2021,54323,21,"30-60",38.6576588185483
"1611","92870",Jun 2021,54323,14,"5-30",25.7717725456989
"1612","92870",Jul 2021,54323,204,"240-480",375.531542808755
"1613","92870",Aug 2021,54323,418,">480",769.471494578724
"1614","92870",Sep 2021,54323,90,"120-240",165.675680650921
"1615","92886",Mar 2020,49595,18,"30-60",36.2939812481097
"1616","92886",Apr 2020,49595,18,"30-60",36.2939812481097
"1617","92886",May 2020,49595,29,"30-60",58.4736364552878
"1618","92886",Jun 2020,49595,117,"120-240",235.910878112713
"1619","92886",Jul 2020,49595,200,"240-480",403.26645831233
"1620","92886",Aug 2020,49595,42,"60-120",84.6859562455893
"1621","92886",Sep 2020,49595,77,"120-240",155.257586450247
"1622","92886",Oct 2020,49595,76,"120-240",153.241254158685
"1623","92886",Nov 2020,49595,329,">480",663.373323923783
"1624","92886",Dec 2020,49595,1010,">480",2036.49561447727
"1625","92886",Jan 2021,49595,842,">480",1697.75178949491
"1626","92886",Feb 2021,49595,171,"240-480",344.792821857042
"1627","92886",Mar 2021,49595,47,"60-120",94.7676177033975
"1628","92886",Apr 2021,49595,54,"60-120",108.881943744329
"1629","92886",May 2021,49595,25,"30-60",50.4083072890412
"1630","92886",Jun 2021,49595,17,"30-60",34.277648956548
"1631","92886",Jul 2021,49595,230,"240-480",463.756427059179
"1632","92886",Aug 2021,49595,427,">480",860.973888496824
"1633","92886",Sep 2021,49595,99,"120-240",199.616896864603
"1634","92887",Mar 2020,21185,5,"5-30",23.6016049091338
"1635","92887",Apr 2020,21185,10,"30-60",47.2032098182676
"1636","92887",May 2020,21185,4,"5-30",18.8812839273071
"1637","92887",Jun 2020,21185,55,"240-480",259.617654000472
"1638","92887",Jul 2020,21185,76,"240-480",358.744394618834
"1639","92887",Aug 2020,21185,31,"120-240",146.32995043663
"1640","92887",Sep 2020,21185,38,"120-240",179.372197309417
"1641","92887",Oct 2020,21185,31,"120-240",146.32995043663
"1642","92887",Nov 2020,21185,111,">480",523.955628982771
"1643","92887",Dec 2020,21185,391,">480",1845.64550389426
"1644","92887",Jan 2021,21185,304,">480",1434.97757847534
"1645","92887",Feb 2021,21185,64,"240-480",302.100542836913
"1646","92887",Mar 2021,21185,18,"60-120",84.9657776728818
"1647","92887",Apr 2021,21185,20,"60-120",94.4064196365353
"1648","92887",May 2021,21185,10,"30-60",47.2032098182676
"1649","92887",Jun 2021,21185,11,"30-60",51.9235308000944
"1650","92887",Jul 2021,21185,104,">480",490.913382109983
"1651","92887",Aug 2021,21185,157,">480",741.090394146802
"1652","92887",Sep 2021,21185,31,"120-240",146.32995043663
